time_bin,1649790900.615079,1649790900.615091,1649790900.615102,1649790900.61512,1649790900.615121,1649790900.61513,1649790900.615147,1649790900.615148,1649790900.615159,1649790900.615177,1649790900.615179,1649790900.615218,1649790900.615228,1649790900.615257,1649790900.615261,1649790900.615265,1649790900.61527,1649790900.615273,1649790900.615277,1649790900.615293,1649790900.615351,1649790900.615359,1649790900.615361,1649790900.615393,1649790900.615481,1649790900.615548,1649790900.615553,1649790900.615566,1649790900.615574,1649790900.615579,1649790900.615605,1649790900.615668,1649790900.615729,1649790900.615756,1649790900.615786,1649790900.61584,1649790900.615842,1649790900.615869,1649790900.615886,1649790900.615929,1649790900.615946,1649790900.615952,1649790900.615998,1649790900.61601,1649790900.616023,1649790900.616035,1649790900.616036,1649790900.616057,1649790900.61606,1649790900.616086,1649790900.616098,1649790900.616111,1649790900.616136,1649790900.616159,1649790900.616235,1649790900.616245,1649790900.616283,1649790900.616294,1649790900.616324,1649790900.616341,1649790900.616382,1649790900.616395,1649790900.61642,1649790900.616426,1649790900.616444,1649790900.61646,1649790900.616472,1649790900.616482,1649790900.616485,1649790900.616486,1649790900.616492,1649790900.616507,1649790900.616534,1649790900.616547,1649790900.616563,1649790900.616592,1649790900.616619,1649790900.616677,1649790900.616684,1649790900.6167,1649790900.616709,1649790900.61672,1649790900.616734,1649790900.616746,1649790900.616758,1649790900.61677,1649790900.616787,1649790900.616795,1649790900.616812,1649790900.61682,1649790900.616836,1649790900.616844,1649790900.616856,1649790900.616872,1649790900.616881,1649790900.616894,1649790900.616911,1649790900.616917,1649790900.616931,1649790900.616934,1649790900.616941,1649790900.616942,1649790900.616955,1649790900.616967,1649790900.616978,1649790900.616996,1649790900.617007,1649790900.617024,1649790900.617025,1649790900.617032,1649790900.617049,1649790900.617057,1649790900.617068,1649790900.617082,1649790900.617093,1649790900.617105,1649790900.617122,1649790900.617131,1649790900.617147,1649790900.617148,1649790900.617155,1649790900.617171,1649790900.617172,1649790900.61718,1649790900.617197,1649790900.617204,1649790900.61722,1649790900.617225,1649790900.617228,1649790900.617229,1649790900.617246,1649790900.617251,1649790900.617255,1649790900.617271,1649790900.617278,1649790900.617295,1649790900.617296,1649790900.617305,1649790900.617312,1649790900.617315,1649790900.617316,1649790900.617322,1649790900.617328,1649790900.617345,1649790900.617352,1649790900.617371,1649790900.617373,1649790900.617374,1649790900.617383,1649790900.617386,1649790900.617395,1649790900.617407,1649790900.617419,1649790900.617432,1649790900.617444,1649790900.617445,1649790900.617457,1649790900.617458,1649790900.617468,1649790900.617481,1649790900.617495,1649790900.617505,1649790900.617519,1649790900.617536,1649790900.617543,1649790900.61756,1649790900.617568,1649790900.617569,1649790900.617586,1649790900.617594,1649790900.617595,1649790900.617607,1649790900.61762,1649790900.617633,1649790900.617634,1649790900.617651,1649790900.61766,1649790900.617661,1649790900.617662,1649790900.617664,1649790900.617674,1649790900.617687,1649790900.617688,1649790900.6177,1649790900.617712,1649790900.617723,1649790900.617745,1649790900.617746,1649790900.617747,1649790900.617748,1649790900.617749,1649790900.617752,1649790900.617756,1649790900.617783,1649790900.617792,1649790900.617802,1649790900.617806,1649790900.617807,1649790900.617808,1649790900.617809,1649790900.61781,1649790900.617874,1649790900.617905,1649790900.61791,1649790900.617914,1649790900.617938,1649790900.617942,1649790900.617943,1649790900.617973,1649790900.617974,1649790900.617982,1649790900.617999,1649790900.618007,1649790900.618008,1649790900.618017,1649790900.618079,1649790900.618087,1649790900.618089,1649790900.6181,1649790900.618135,1649790900.618144,1649790900.618162,1649790900.618163,1649790900.618187,1649790900.618203,1649790900.61822,1649790900.618223,1649790900.618224,1649790900.618234,1649790900.618287,1649790900.61829,1649790900.618351,1649790900.618369,1649790900.618371,1649790900.618386,1649790900.618387,1649790900.618391,1649790900.618437,1649790900.618445,1649790900.618467,1649790900.618473,1649790900.618484,1649790900.618508,1649790900.61851,1649790900.618514,1649790900.618517,1649790900.618523,1649790900.618556,1649790900.618574,1649790900.618587,1649790900.618588,1649790900.618604,1649790900.61861,1649790900.618623,1649790900.618634,1649790900.618652,1649790900.618657,1649790900.61866,1649790900.618662,1649790900.618685,1649790900.618693,1649790900.6187,1649790900.618707,1649790900.618745,1649790900.618746,1649790900.618749,1649790900.61875,1649790900.61877,1649790900.618799,1649790900.618805,1649790900.618811,1649790900.618814,1649790900.618839,1649790900.618844,1649790900.618886,1649790900.618887,1649790900.618891,1649790900.618898,1649790900.618916,1649790900.618921,1649790900.618924,1649790900.618925,1649790900.618935,1649790900.618937,1649790900.618954,1649790900.619024,1649790900.619032,1649790900.619035,1649790900.619039,1649790900.619085,1649790900.619101,1649790900.619102,1649790900.619121,1649790900.619122,1649790900.619126,1649790900.619164,1649790900.619166,1649790900.619187,1649790900.619188,1649790900.619236,1649790900.619239,1649790900.619269,1649790900.619307,1649790900.619308,1649790900.619396,1649790900.619415,1649790900.619439,1649790900.61945,1649790900.619459,1649790900.619475,1649790900.619515,1649790900.619556,1649790900.619565,1649790900.619582,1649790900.619583,1649790900.619584,1649790900.619596,1649790900.619607,1649790900.619654,1649790900.619655,1649790900.619656,1649790900.619662,1649790900.619665,1649790900.619686,1649790900.619692,1649790900.619693,1649790900.619698,1649790900.619699,1649790900.6197,1649790900.619704,1649790900.619705,1649790900.61971,1649790900.619721,1649790900.619795,1649790900.619799,1649790900.619817,1649790900.619821,1649790900.619829,1649790900.619885,1649790900.619932,1649790900.619934,1649790900.619938,1649790900.619942,1649790900.619943,1649790900.619944,1649790900.61995,1649790900.619989,1649790900.620001,1649790900.620019,1649790900.620033,1649790900.620041,1649790900.620057,1649790900.620083,1649790900.620085,1649790900.620132,1649790900.620133,1649790900.620134,1649790900.620135,1649790900.620137,1649790900.620138,1649790900.620147,1649790900.620149,1649790900.620186,1649790900.620191,1649790900.620192,1649790900.620195,1649790900.620197,1649790900.620201,1649790900.620204,1649790900.620267,1649790900.620276,1649790900.620277,1649790900.620278,1649790900.620285,1649790900.620289,1649790900.620305,1649790900.620306,1649790900.620307,1649790900.620314,1649790900.620315,1649790900.620316,1649790900.620319,1649790900.62032,1649790900.620323,1649790900.620341,1649790900.620345,1649790900.620352,1649790900.620357,1649790900.620365,1649790900.620366,1649790900.62037,1649790900.620372,1649790900.620376,1649790900.620395,1649790900.620436,1649790900.620442,1649790900.620443,1649790900.620445,1649790900.62045,1649790900.620451,1649790900.620454,1649790900.620456,1649790900.620457,1649790900.620458,1649790900.620459,1649790900.620461,1649790900.620462,1649790900.620466,1649790900.620467,1649790900.620474,1649790900.620475,1649790900.620476,1649790900.620477,1649790900.620478,1649790900.620482,1649790900.620486,1649790900.620488,1649790900.620489,1649790900.62049,1649790900.620491,1649790900.620492,1649790900.620493,1649790900.620512,1649790900.620513,1649790900.620514,1649790900.620515,1649790900.620516,1649790900.620526,1649790900.620558
0.0,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
